Round,Wk,Day,Home,xG,Score,xGA,Away,Attendance,Venue,Referee,Match Report,Notes
Round of 16,,Tue,Juventus,2.5,3–0,0.4,Atletico Madrid,40884,Allianz Stadium,Björn Kuipers,Match Report,Leg 2 of 2; Juventus won
Round of 16,,Wed,Barcelona,4.3,5–1,0.6,Lyon,92346,Camp Nou,Szymon Marciniak,Match Report,Leg 2 of 2; Barcelona won
Round of 16,,Wed,Bayern Munich,0.3,1–3,1.1,Liverpool,68145,Allianz Arena,Daniele Orsato,Match Report,Leg 2 of 2; Liverpool won
Quarter-finals,,Tue,Liverpool,2.3,2–0,0.8,Porto,52465,Anfield,Antonio Mateu Lahoz,Match Report,Leg 1 of 2
Quarter-finals,,Tue,Tottenham,0.9,1–0,1.3,Manchester City,60044,Tottenham Hotspur Stadium,Björn Kuipers,Match Report,Leg 1 of 2
Quarter-finals,,Wed,Manchester Utd,0.5,0–1,1.1,Barcelona,74093,Old Trafford,Gianluca Rocchi,Match Report,Leg 1 of 2
Quarter-finals,,Wed,Ajax,1.2,1–1,0.7,Juventus,50390,Johan Cruyff ArenA,Carlos del Cerro,Match Report,Leg 1 of 2
Quarter-finals,,Tue,Juventus,0.8,1–2,2.2,Ajax,41445,Allianz Stadium,Clement Turpin,Match Report,Leg 2 of 2; Ajax won
Quarter-finals,,Tue,Barcelona,1.4,3–0,0.4,Manchester Utd,96708,Camp Nou,Felix Brych,Match Report,Leg 2 of 2; Barcelona won
Quarter-finals,,Wed,Porto,1,1–4,3.5,Liverpool,49117,Estadio Do Dragão,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won
Quarter-finals,,Wed,Manchester City,2.5,4–3,0.7,Tottenham,53348,Etihad Stadium,Cüneyt Çakιr,Match Report,Leg 2 of 2; Tottenham won
Semi-finals,,Tue,Tottenham,0.6,0–1,1.3,Ajax,60243,Tottenham Hotspur Stadium,Antonio Mateu Lahoz,Match Report,Leg 1 of 2
Semi-finals,,Wed,Barcelona,2.4,3–0,1.8,Liverpool,98299,Camp Nou,Björn Kuipers,Match Report,Leg 1 of 2
Semi-finals,,Tue,Liverpool,2.3,4–0,1.4,Barcelona,55212,Anfield,Cüneyt Çakιr,Match Report,Leg 2 of 2; Liverpool won
Semi-finals,,Wed,Ajax,1.6,2–3,4.2,Tottenham,52641,Johan Cruyff ArenA,Felix Brych,Match Report,Leg 2 of 2; Tottenham won
Final,,Sat,Tottenham,0.8,0–2,1.3,Liverpool,63272,Estadio Wanda Metropolitano (Neutral Site),Damir Skomina,Match Report,
Group stage,1,Tue,Lyon,1.6,1–1,1,ru Zenit,47201,Groupama Stadium,Michael Oliver,Match Report,
Group stage,1,Tue,Inter,1.4,1–1,1,Slavia Prague,50128,Stadio Giuseppe Meazza,Ruddy Buquet,Match Report,
Group stage,1,Tue,Chelsea,2.8,0–1,1,Valencia,39469,Stamford Bridge,Cüneyt Çakιr,Match Report,
Group stage,1,Tue,Benfica,1.8,1–2,1,RB Leipzig,46460,Estadio do Sport Lisboa e Benfica,Tasos Sidiropoulos,Match Report,
Group stage,1,Tue,Dortmund,3.4,0–0,0.4,Barcelona,66099,Signal Iduna Park,Ovidiu Hațegan,Match Report,
Group stage,1,Tue,RB Salzburg,4.3,6–2,0.7,Genk,29520,Red Bull Arena,Felix Zwayer,Match Report,
Group stage,1,Tue,Ajax,1.5,3–0,2,Lille,51441,Johan Cruyff ArenA,Srđan Jovanović,Match Report,
Group stage,1,Tue,Napoli,1.8,2–0,0.7,Liverpool,38878,Stadio San Paolo,Felix Brych,Match Report,
Group stage,1,Wed,Club Brugge,1.7,0–0,0.6,Galatasaray,26616,Jan Breydelstadion,Slavko Vinčič,Match Report,
Group stage,1,Wed,Olympiacos,1.7,2–2,1.7,Tottenham,31001,Stadio Georgios Karaiskaki,Gianluca Rocchi,Match Report,
Group stage,1,Wed,Atletico Madrid,2.3,2–2,1.1,Juventus,66283,Estadio Wanda Metropolitano,Danny Makkelie,Match Report,
Group stage,1,Wed,Paris S-G,1.7,3–0,0.6,Real Madrid,46361,Parc des Princes,Anthony Taylor,Match Report,
Group stage,1,Wed,Bayern Munich,4.3,3–0,0.3,Red Star,70000,Allianz Arena,Bobby Madden,Match Report,
Group stage,1,Wed,Dinamo Zagreb,2.7,4–0,1.8,Atalanta,28863,Stadion Maksimir,Jesús Gil,Match Report,
Group stage,1,Wed,Leverkusen,1.5,1–2,0.9,ru Loko Moscow,26592,BayArena,Paweł Raczkowski,Match Report,
Group stage,1,Wed,Shakhtar,0.9,0–3,2.5,Manchester City,36675,Oblasny SportKomplex Metalist,Artur Soares Dias,Match Report,
Group stage,2,Tue,Atalanta,2.5,1–2,1.5,Shakhtar,26022,Stadio Giuseppe Meazza,Tobias Stieler,Match Report,
Group stage,2,Tue,Real Madrid,2.3,2–2,1.4,Club Brugge,65112,Estadio Santiago Bernabeu,Georgi Kabakov,Match Report,
Group stage,2,Tue,Manchester City,3.6,2–0,0.1,Dinamo Zagreb,49046,Etihad Stadium,Serdar Gözübüyük,Match Report,
Group stage,2,Tue,Tottenham,1.9,2–7,1.3,Bayern Munich,60127,Tottenham Hotspur Stadium,Clement Turpin,Match Report,
Group stage,2,Tue,Juventus,1.2,3–0,0.5,Leverkusen,34525,Allianz Stadium,William Collum,Match Report,
Group stage,2,Tue,Red Star,1.3,3–1,0.9,Olympiacos,43291,Stadion Rajko Mitić,Benoît Bastien,Match Report,
Group stage,2,Tue,Loko Moscow,1.1,0–2,2.9,Atletico Madrid,27051,RZD Arena,Orel Grinfeeld,Match Report,
Group stage,2,Tue,Galatasaray,0.5,0–1,2.6,Paris S-G,46532,Türk Telekom Arena,Szymon Marciniak,Match Report,
Group stage,2,Wed,Genk,0.7,0–0,3.2,Napoli,19962,Luminus Arena,Istvan Kovacs,Match Report,
Group stage,2,Wed,Slavia Prague,1.4,0–2,0.8,Dortmund,19370,Sinobo Stadium,Björn Kuipers,Match Report,
Group stage,2,Wed,Liverpool,2.5,4–3,1.6,RB Salzburg,52243,Anfield,Andreas Ekberg,Match Report,
Group stage,2,Wed,Barcelona,1.5,2–1,1.1,Inter,86141,Camp Nou,Damir Skomina,Match Report,
Group stage,2,Wed,RB Leipzig,1.9,0–2,1.5,Lyon,40194,Red Bull Arena,Antonio Mateu Lahoz,Match Report,
Group stage,2,Wed,Lille,0.6,1–2,1.4,Chelsea,48523,Stade Pierre-Mauroy,Aliaksei Kulbakou,Match Report,
Group stage,2,Wed,Valencia,2,0–3,1.7,Ajax,44659,Estadio de Mestalla,Daniele Orsato,Match Report,
Group stage,2,Wed,Zenit,2.1,3–1,1.2,Benfica,51683,Gazprom Arena,Carlos del Cerro,Match Report,
Group stage,3,Tue,Atletico Madrid,0.8,1–0,0.5,Leverkusen,56776,Estadio Wanda Metropolitano,Artur Soares Dias,Match Report,
Group stage,3,Tue,Shakhtar,1.5,2–2,2.1,Dinamo Zagreb,21526,Oblasny SportKomplex Metalist,Antonio Mateu Lahoz,Match Report,
Group stage,3,Tue,Tottenham,3.7,5–0,0.6,Red Star,51743,Tottenham Hotspur Stadium,Marco Guida,Match Report,
Group stage,3,Tue,Manchester City,4.2,5–1,1.8,Atalanta,49308,Etihad Stadium,Orel Grinfeeld,Match Report,
Group stage,3,Tue,Club Brugge,0.3,0–5,3.5,Paris S-G,26946,Jan Breydelstadion,Daniel Siebert,Match Report,
Group stage,3,Tue,Juventus,2.4,2–1,0.7,ru Loko Moscow,38547,Allianz Stadium,Tasos Sidiropoulos,Match Report,
Group stage,3,Tue,Olympiacos,0.5,2–3,2.6,Bayern Munich,31670,Stadio Georgios Karaiskaki,Danny Makkelie,Match Report,
Group stage,3,Tue,Galatasaray,1.2,0–1,2.4,Real Madrid,48886,Türk Telekom Arena,Daniele Orsato,Match Report,
Group stage,3,Wed,RB Leipzig,2.2,2–1,0.7,ru Zenit,41058,Red Bull Arena,Ali Palabiyik,Match Report,
Group stage,3,Wed,Ajax,0.5,0–1,1.6,Chelsea,52482,Johan Cruyff ArenA,Ovidiu Hațegan,Match Report,
Group stage,3,Wed,Benfica,0.5,2–1,1.5,Lyon,53035,Estadio do Sport Lisboa e Benfica,Ivan Kružliak,Match Report,
Group stage,3,Wed,Inter,2.1,2–0,0.4,Dortmund,65673,Stadio Giuseppe Meazza,Anthony Taylor,Match Report,
Group stage,3,Wed,RB Salzburg,2.7,2–3,0.9,Napoli,29520,Red Bull Arena,Clement Turpin,Match Report,
Group stage,3,Wed,Lille,1.9,1–1,0.6,Valencia,47488,Stade Pierre-Mauroy,Deniz Aytekin,Match Report,
Group stage,3,Wed,Genk,1.3,1–4,2.5,Liverpool,19626,Luminus Arena,Slavko Vinčič,Match Report,
Group stage,3,Wed,Slavia Prague,1.5,1–2,2.5,Barcelona,19170,Sinobo Stadium,Bobby Madden,Match Report,
Group stage,4,Tue,Barcelona,2.3,0–0,0.3,Slavia Prague,67023,Camp Nou,Michael Oliver,Match Report,
Group stage,4,Tue,Liverpool,2.3,2–1,0.7,Genk,52611,Anfield,Ivan Kružliak,Match Report,
Group stage,4,Tue,Chelsea,4.8,4–4,1,Ajax,39132,Stamford Bridge,Gianluca Rocchi,Match Report,
Group stage,4,Tue,Zenit,1.2,0–2,1.4,RB Leipzig,50452,Gazprom Arena,Orel Grinfeeld,Match Report,
Group stage,4,Tue,Valencia,2.3,4–1,1.5,Lille,38252,Estadio de Mestalla,Sergey Karasev,Match Report,
Group stage,4,Tue,Napoli,2.7,1–1,1.5,RB Salzburg,32862,Stadio San Paolo,Szymon Marciniak,Match Report,
Group stage,4,Tue,Dortmund,3.5,3–2,1.4,Inter,66099,Signal Iduna Park,Danny Makkelie,Match Report,
Group stage,4,Tue,Lyon,1.4,3–1,1.3,Benfica,51077,Groupama Stadium,Björn Kuipers,Match Report,
Group stage,4,Wed,Bayern Munich,3.3,2–0,0.2,Olympiacos,63646,Allianz Arena,Paweł Raczkowski,Match Report,
Group stage,4,Wed,Loko Moscow,2.4,1–2,2.4,Juventus,26862,RZD Arena,Ruddy Buquet,Match Report,
Group stage,4,Wed,Atalanta,0.7,1–1,2,Manchester City,34326,Stadio Giuseppe Meazza,Aliaksei Kulbakou,Match Report,
Group stage,4,Wed,Leverkusen,1.3,2–1,2,Atletico Madrid,28160,BayArena,Damir Skomina,Match Report,
Group stage,4,Wed,Paris S-G,1.9,1–0,1.8,Club Brugge,47418,Parc des Princes,Bobby Madden,Match Report,
Group stage,4,Wed,Real Madrid,4.2,6–0,0.6,Galatasaray,65492,Estadio Santiago Bernabeu,Felix Zwayer,Match Report,
Group stage,4,Wed,Red Star,0.5,0–4,2.5,Tottenham,42381,Stadion Rajko Mitić,Carlos del Cerro,Match Report,
Group stage,4,Wed,Dinamo Zagreb,2,3–3,2.7,Shakhtar,28316,Stadion Maksimir,Felix Brych,Match Report,
Group stage,5,Tue,Manchester City,1.2,1–1,1,Shakhtar,52020,Etihad Stadium,Slavko Vinčič,Match Report,
Group stage,5,Tue,Tottenham,2.2,4–2,1.2,Olympiacos,57024,Tottenham Hotspur Stadium,Georgi Kabakov,Match Report,
Group stage,5,Tue,Galatasaray,0.9,1–1,1.1,Club Brugge,34500,Türk Telekom Arena,Ivan Kružliak,Match Report,
Group stage,5,Tue,Loko Moscow,1,0–2,0.7,Leverkusen,25757,RZD Arena,Michael Oliver,Match Report,
Group stage,5,Tue,Real Madrid,3.9,2–2,2.4,Paris S-G,75534,Estadio Santiago Bernabeu,Artur Soares Dias,Match Report,
Group stage,5,Tue,Red Star,0.2,0–6,4.9,Bayern Munich,44118,Stadion Rajko Mitić,Björn Kuipers,Match Report,
Group stage,5,Tue,Juventus,0.4,1–0,0.7,Atletico Madrid,40486,Allianz Stadium,Anthony Taylor,Match Report,
Group stage,5,Tue,Atalanta,3,2–0,0.3,Dinamo Zagreb,26496,Stadio Giuseppe Meazza,Sergey Karasev,Match Report,
Group stage,5,Wed,Valencia,3.1,2–2,2.1,Chelsea,43486,Estadio de Mestalla,Felix Zwayer,Match Report,
Group stage,5,Wed,Liverpool,0.8,1–1,0.5,Napoli,52128,Anfield,Carlos del Cerro,Match Report,
Group stage,5,Wed,Zenit,0.9,2–0,0.6,Lyon,51183,Gazprom Arena,Daniele Orsato,Match Report,
Group stage,5,Wed,Slavia Prague,2.4,1–3,2.3,Inter,19370,Sinobo Stadium,Szymon Marciniak,Match Report,
Group stage,5,Wed,Genk,1.6,1–4,3,RB Salzburg,17284,Luminus Arena,Mattias Gestranius,Match Report,
Group stage,5,Wed,Lille,2.4,0–2,1.6,Ajax,48612,Stade Pierre-Mauroy,Felix Brych,Match Report,
Group stage,5,Wed,RB Leipzig,3.2,2–2,0.9,Benfica,38339,Red Bull Arena,Jesús Gil,Match Report,
Group stage,5,Wed,Barcelona,2.4,3–1,1.6,Dortmund,90071,Camp Nou,Clement Turpin,Match Report,
Group stage,6,Tue,Napoli,3,4–0,1.8,Genk,22265,Stadio San Paolo,Cüneyt Çakιr,Match Report,
Group stage,6,Tue,RB Salzburg,0.7,0–2,3.4,Liverpool,29520,Red Bull Arena,Danny Makkelie,Match Report,
Group stage,6,Tue,Benfica,2.4,3–0,0.1,ru Zenit,40232,Estadio do Sport Lisboa e Benfica,Antonio Mateu Lahoz,Match Report,
Group stage,6,Tue,Chelsea,2.7,2–1,0.3,Lille,40016,Stamford Bridge,Anastasios Sidiropoulos,Match Report,
Group stage,6,Tue,Inter,1.7,1–2,1.5,Barcelona,71818,Stadio Giuseppe Meazza,Björn Kuipers,Match Report,
Group stage,6,Tue,Lyon,1.1,2–2,3.4,RB Leipzig,53288,Groupama Stadium,Anthony Taylor,Match Report,
Group stage,6,Tue,Ajax,1.2,0–1,1.1,Valencia,51931,Johan Cruyff ArenA,Clement Turpin,Match Report,
Group stage,6,Tue,Dortmund,2.9,2–1,2.8,Slavia Prague,65079,Signal Iduna Park,Sergey Karasev,Match Report,
Group stage,6,Wed,Dinamo Zagreb,0.4,1–4,3.6,Manchester City,29385,Stadion Maksimir,Carlos del Cerro,Match Report,
Group stage,6,Wed,Shakhtar,0.6,0–3,2.9,Atalanta,26536,Oblasny SportKomplex Metalist,Felix Zwayer,Match Report,
Group stage,6,Wed,Paris S-G,4.4,5–0,0.3,Galatasaray,46509,Parc des Princes,Istvan Kovacs,Match Report,
Group stage,6,Wed,Bayern Munich,2.9,3–1,1,Tottenham,66353,Allianz Arena,Gianluca Rocchi,Match Report,
Group stage,6,Wed,Atletico Madrid,3.2,2–0,0.1,ru Loko Moscow,58426,Estadio Wanda Metropolitano,Viktor Kassai,Match Report,
Group stage,6,Wed,Leverkusen,2.2,0–2,0.9,Juventus,29542,BayArena,Benoît Bastien,Match Report,
Group stage,6,Wed,Club Brugge,1,1–3,1.2,Real Madrid,27308,Jan Breydelstadion,Tobias Stieler,Match Report,
Group stage,6,Wed,Olympiacos,3.5,1–0,1.2,Red Star,31898,Stadio Georgios Karaiskaki,Daniele Orsato,Match Report,
Round of 16,,Tue,Dortmund,1.3,2–1,1.5,Paris S-G,66099,Signal Iduna Park,Antonio Mateu Lahoz,Match Report,Leg 1 of 2
Round of 16,,Tue,Atletico Madrid,1.2,1–0,0.5,Liverpool,67443,Estadio Wanda Metropolitano,Szymon Marciniak,Match Report,Leg 1 of 2
Round of 16,,Wed,Tottenham,1.1,0–1,2.1,RB Leipzig,60095,Tottenham Hotspur Stadium,Cüneyt Çakιr,Match Report,Leg 1 of 2
Round of 16,,Wed,Atalanta,1.8,4–1,2.5,Valencia,44236,Stadio Giuseppe Meazza,Michael Oliver,Match Report,Leg 1 of 2
Round of 16,,Tue,Chelsea,1.1,0–3,3.4,Bayern Munich,36761,Stamford Bridge,Clement Turpin,Match Report,Leg 1 of 2
Round of 16,,Tue,Napoli,0.7,1–1,1.6,Barcelona,44388,Stadio San Paolo,Felix Brych,Match Report,Leg 1 of 2
Round of 16,,Wed,Real Madrid,1.2,1–2,3.2,Manchester City,75615,Estadio Santiago Bernabeu,Daniele Orsato,Match Report,Leg 1 of 2
Round of 16,,Wed,Lyon,1.1,1–0,1.1,Juventus,57335,Groupama Stadium,Jesús Gil,Match Report,Leg 1 of 2
Round of 16,,Tue,Valencia,2.2,3–4,2.7,Atalanta,,Estadio de Mestalla,Ovidiu Hațegan,Match Report,Leg 2 of 2; Atalanta won
Round of 16,,Tue,RB Leipzig,0.9,3–0,0.3,Tottenham,42146,Red Bull Arena,Carlos del Cerro,Match Report,Leg 2 of 2; RB Leipzig won
Round of 16,,Wed,Liverpool,3.4,2–3,1.1,Atletico Madrid,52267,Anfield,Danny Makkelie,Match Report,Leg 2 of 2; Atletico Madrid won; Required Extra Time
Round of 16,,Wed,Paris S-G,1.2,2–0,0.5,Dortmund,,Parc des Princes,Anthony Taylor,Match Report,Leg 2 of 2; Paris S-G won
Round of 16,,Fri,Manchester City,2.1,2–1,0.8,Real Madrid,,Etihad Stadium,Felix Brych,Match Report,Leg 2 of 2; Manchester City won
Round of 16,,Fri,Juventus,2.6,2–1,1,Lyon,,Allianz Stadium,Felix Zwayer,Match Report,Leg 2 of 2; Lyon won
Round of 16,,Sat,Barcelona,1.1,3–1,2.2,Napoli,,Camp Nou,Cüneyt Çakιr,Match Report,Leg 2 of 2; Barcelona won
Round of 16,,Sat,Bayern Munich,2.9,4–1,1,Chelsea,,Allianz Arena,Ovidiu Hațegan,Match Report,Leg 2 of 2; Bayern Munich won
Quarter-finals,,Wed,Atalanta,0.5,1–2,2.8,Paris S-G,,Estadio do Sport Lisboa e Benfica (Neutral Site),Anthony Taylor,Match Report,
Quarter-finals,,Thu,RB Leipzig,0.9,2–1,1.1,Atletico Madrid,,Estadio Jose Alvalade (Neutral Site),Szymon Marciniak,Match Report,
Quarter-finals,,Fri,Barcelona,1.1,2–8,5.3,Bayern Munich,,Estadio do Sport Lisboa e Benfica (Neutral Site),Damir Skomina,Match Report,
Quarter-finals,,Sat,Manchester City,2.5,1–3,1,Lyon,,Estadio Jose Alvalade (Neutral Site),Danny Makkelie,Match Report,
Semi-finals,,Tue,RB Leipzig,1,0–3,3.2,Paris S-G,,Estadio do Sport Lisboa e Benfica (Neutral Site),Björn Kuipers,Match Report,
Semi-finals,,Wed,Lyon,1.8,0–3,3.2,Bayern Munich,,Estadio Jose Alvalade (Neutral Site),Antonio Mateu Lahoz,Match Report,
Final,,Sun,Paris S-G,1.1,0–1,1.5,Bayern Munich,,Estadio do Sport Lisboa e Benfica (Neutral Site),Daniele Orsato,Match Report,
Group stage,1,Tue,Zenit,2.2,1–2,2,Club Brugge,16682,Gazprom Arena,Benoît Bastien,Match Report,
Group stage,1,Tue,Dynamo Kyiv,0.5,0–2,2,Juventus,14850,NSK Olimpijs'kyj,Ovidiu Hațegan,Match Report,
Group stage,1,Tue,Chelsea,0.4,0–0,0.2,Sevilla,,Stamford Bridge,Davide Massa,Match Report,
Group stage,1,Tue,Barcelona,2.8,5–1,1.3,Ferencvaros,,Camp Nou,Sandro Schärer,Match Report,
Group stage,1,Tue,RB Leipzig,1,2–0,0.6,Basaksehir,999,Red Bull Arena,Jesús Gil,Match Report,
Group stage,1,Tue,Rennes,2.7,1–1,1.4,ru Krasnodar,4973,Roazhon Park,Anastasios Sidiropoulos,Match Report,
Group stage,1,Tue,Paris S-G,1.4,1–2,1.4,Manchester Utd,,Parc des Princes,Antonio Mateu Lahoz,Match Report,
Group stage,1,Tue,Lazio,1.7,3–1,1.3,Dortmund,1000,Stadio Olimpico,Clement Turpin,Match Report,
Group stage,1,Wed,Real Madrid,1,2–3,1.7,Shakhtar,,Estadio Alfredo Di Stefano,Srđan Jovanović,Match Report,
Group stage,1,Wed,RB Salzburg,1.1,2–2,0.8,ru Loko Moscow,3000,Red Bull Arena,Serdar Gözübüyük,Match Report,
Group stage,1,Wed,Manchester City,1.5,3–1,0.2,Porto,,Etihad Stadium,Andris Treimanis,Match Report,
Group stage,1,Wed,Bayern Munich,2.6,4–0,0.4,Atletico Madrid,,Allianz Arena,Michael Oliver,Match Report,
Group stage,1,Wed,Inter,2.8,2–2,1.4,Gladbach,1000,Stadio Giuseppe Meazza,Björn Kuipers,Match Report,
Group stage,1,Wed,Ajax,1.4,0–1,1.1,Liverpool,,Johan Cruyff ArenA,Felix Brych,Match Report,
Group stage,1,Wed,Midtjylland,0.8,0–4,2.5,Atalanta,132,MCH Arena,Artur Soares Dias,Match Report,
Group stage,1,Wed,Olympiacos,1,1–0,0.9,Marseille,,Stadio Georgios Karaiskaki,Daniele Orsato,Match Report,
Group stage,2,Tue,Shakhtar,0.1,0–0,1.7,Inter,10178,Oblasny SportKomplex Metalist,Georgi Kabakov,Match Report,
Group stage,2,Tue,Liverpool,2.2,2–0,1.2,Midtjylland,,Anfield,Paweł Raczkowski,Match Report,
Group stage,2,Tue,Porto,1.4,2–0,1,Olympiacos,2450,Estadio Do Dragão,Daniel Siebert,Match Report,
Group stage,2,Tue,Loko Moscow,1.5,1–2,3.2,Bayern Munich,8196,RZD Arena,Istvan Kovacs,Match Report,
Group stage,2,Tue,Marseille,0.1,0–3,1.9,Manchester City,,Orange Velodrome,Tobias Stieler,Match Report,
Group stage,2,Tue,Atalanta,1.7,2–2,1.4,Ajax,,Stadio Atleti Azzurri d'Italia,Damir Skomina,Match Report,
Group stage,2,Tue,Atletico Madrid,2.5,3–2,1.1,RB Salzburg,,Estadio Wanda Metropolitano,Ovidiu Hațegan,Match Report,
Group stage,2,Tue,Gladbach,1.6,2–2,2.6,Real Madrid,,Stadion im Borussia-Park,Orel Grinfeeld,Match Report,
Group stage,2,Wed,Manchester Utd,3.2,5–0,0.5,RB Leipzig,577,Old Trafford,Matej Jug,Match Report,
Group stage,2,Wed,Krasnodar,0.6,0–4,2.4,Chelsea,10544,Krasnodar Stadium,Ali Palabiyik,Match Report,
Group stage,2,Wed,Basaksehir,0.9,0–2,2.4,Paris S-G,350,Basaksehir Fatih Terim Stadium,Andreas Ekberg,Match Report,
Group stage,2,Wed,Dortmund,1.7,2–0,0.2,ru Zenit,,Signal Iduna Park,Björn Kuipers,Match Report,
Group stage,2,Wed,Club Brugge,2.1,1–1,0.8,Lazio,,Jan Breydelstadion,Anthony Taylor,Match Report,
Group stage,2,Wed,Sevilla,2.6,1–0,0.1,Rennes,,Estadio Ramón Sanchez Pizjuan,Cüneyt Çakιr,Match Report,
Group stage,2,Wed,Ferencvaros,1,2–2,1.6,Dynamo Kyiv,6171,Groupama Arena,Ivan Kružliak,Match Report,
Group stage,2,Wed,Juventus,0.4,0–2,2.3,Barcelona,,Allianz Stadium,Danny Makkelie,Match Report,
Group stage,3,Tue,Shakhtar,0.4,0–6,2.3,Gladbach,,Oblasny SportKomplex Metalist,Serdar Gözübüyük,Match Report,
Group stage,3,Tue,Porto,2.4,3–0,1,Marseille,,Estadio Do Dragão,Antonio Mateu Lahoz,Match Report,
Group stage,3,Tue,Manchester City,1.7,3–0,0.6,Olympiacos,,Etihad Stadium,Carlos del Cerro,Match Report,
Group stage,3,Tue,Loko Moscow,0.9,1–1,1,Atletico Madrid,8147,RZD Arena,Benoît Bastien,Match Report,
Group stage,3,Tue,RB Salzburg,1.8,2–6,2.9,Bayern Munich,,Red Bull Arena,Danny Makkelie,Match Report,
Group stage,3,Tue,Midtjylland,0.7,1–2,0.7,Ajax,132,MCH Arena,Bobby Madden,Match Report,
Group stage,3,Tue,Real Madrid,1.2,3–2,0.7,Inter,,Estadio Alfredo Di Stefano,Clement Turpin,Match Report,
Group stage,3,Tue,Atalanta,1.2,0–5,2.5,Liverpool,,Stadio Atleti Azzurri d'Italia,Ovidiu Hațegan,Match Report,
Group stage,3,Wed,Chelsea,3.3,3–0,0.6,Rennes,,Stamford Bridge,Felix Zwayer,Match Report,
Group stage,3,Wed,Basaksehir,1,2–1,0.7,Manchester Utd,350,Basaksehir Fatih Terim Stadium,Davide Massa,Match Report,
Group stage,3,Wed,Zenit,1.2,1–1,0.7,Lazio,17427,Gazprom Arena,Artur Soares Dias,Match Report,
Group stage,3,Wed,Sevilla,2,3–2,1.4,ru Krasnodar,,Estadio Ramón Sanchez Pizjuan,Felix Brych,Match Report,
Group stage,3,Wed,Club Brugge,1.2,0–3,1.8,Dortmund,,Jan Breydelstadion,Damir Skomina,Match Report,
Group stage,3,Wed,Ferencvaros,1.5,1–4,2.7,Juventus,18531,Puskas Arena,Orel Grinfeeld,Match Report,
Group stage,3,Wed,Barcelona,3.5,2–1,2.7,Dynamo Kyiv,,Camp Nou,Michael Oliver,Match Report,
Group stage,3,Wed,RB Leipzig,1.9,2–1,1.3,Paris S-G,,Red Bull Arena,Szymon Marciniak,Match Report,
Group stage,4,Tue,Rennes,1.1,1–2,2.2,Chelsea,,Roazhon Park,Björn Kuipers,Match Report,
Group stage,4,Tue,Manchester Utd,2.9,4–1,1.3,Basaksehir,545,Old Trafford,Ovidiu Hațegan,Match Report,
Group stage,4,Tue,Krasnodar,1.1,1–2,1.6,Sevilla,10554,Krasnodar Stadium,Marco Guida,Match Report,
Group stage,4,Tue,Lazio,3.3,3–1,0.6,ru Zenit,,Stadio Olimpico,Michael Oliver,Match Report,
Group stage,4,Tue,Paris S-G,1.1,1–0,1.4,RB Leipzig,,Parc des Princes,Danny Makkelie,Match Report,
Group stage,4,Tue,Dortmund,1.6,3–0,0.1,Club Brugge,,Signal Iduna Park,Ivan Kružliak,Match Report,
Group stage,4,Tue,Juventus,1,2–1,0.4,Ferencvaros,,Allianz Stadium,Daniel Siebert,Match Report,
Group stage,4,Tue,Dynamo Kyiv,0.3,0–4,3,Barcelona,,NSK Olimpijs'kyj,Matej Jug,Match Report,
Group stage,4,Wed,Gladbach,3.2,4–0,0.7,Shakhtar,,Stadion im Borussia-Park,Cüneyt Çakιr,Match Report,
Group stage,4,Wed,Olympiacos,0.1,0–1,2.4,Manchester City,,Stadio Georgios Karaiskaki,Davide Massa,Match Report,
Group stage,4,Wed,Liverpool,0.2,0–2,1.2,Atalanta,,Anfield,Carlos del Cerro,Match Report,
Group stage,4,Wed,Marseille,1.3,0–2,2.1,Porto,,Orange Velodrome,Andreas Ekberg,Match Report,
Group stage,4,Wed,Inter,0.2,0–2,2,Real Madrid,,Stadio Giuseppe Meazza,Anthony Taylor,Match Report,
Group stage,4,Wed,Ajax,2.4,3–1,1.4,Midtjylland,,Johan Cruyff ArenA,Sergey Karasev,Match Report,
Group stage,4,Wed,Atletico Madrid,1.6,0–0,0.2,ru Loko Moscow,,Estadio Wanda Metropolitano,Slavko Vinčič,Match Report,
Group stage,4,Wed,Bayern Munich,1.3,3–1,3.3,RB Salzburg,,Allianz Arena,Orel Grinfeeld,Match Report,
Group stage,5,Tue,Shakhtar,1.3,2–0,1.4,Real Madrid,,Oblasny SportKomplex Metalist,Ovidiu Hațegan,Match Report,
Group stage,5,Tue,Liverpool,2,1–0,1.5,Ajax,,Anfield,Tobias Stieler,Match Report,
Group stage,5,Tue,Porto,0.1,0–0,2.5,Manchester City,,Estadio Do Dragão,Björn Kuipers,Match Report,
Group stage,5,Tue,Loko Moscow,1.1,1–3,2.4,RB Salzburg,6759,RZD Arena,Ali Palabiyik,Match Report,
Group stage,5,Tue,Marseille,2,2–1,0.3,Olympiacos,,Orange Velodrome,Jesús Gil,Match Report,
Group stage,5,Tue,Atalanta,2.4,1–1,0.7,Midtjylland,,Stadio Atleti Azzurri d'Italia,Anastasios Sidiropoulos,Match Report,
Group stage,5,Tue,Gladbach,1.3,2–3,1.6,Inter,,Stadion im Borussia-Park,Danny Makkelie,Match Report,
Group stage,5,Tue,Atletico Madrid,1.6,1–1,1.1,Bayern Munich,,Estadio Wanda Metropolitano,Clement Turpin,Match Report,
Group stage,5,Wed,Manchester Utd,1.2,1–3,2.8,Paris S-G,,Old Trafford,Daniele Orsato,Match Report,
